t,bf,pos_err,rot_err,pd_x,pd_y,pd_z,pd_ref_x,pd_ref_y,pd_ref_z,p_x,p_y,p_z,q0,q1,q2,q3,q4,q5,dq0,dq1,dq2,dq3,dq4,dq5,q_servo0,q_servo1,q_servo2,q_servo3,q_servo4,q_servo5,dq_des0,dq_des1,dq_des2,dq_des3,dq_des4,dq_des5,tau0,tau1,tau2,tau3,tau4,tau5,tau_lim0,tau_lim1,tau_lim2,tau_lim3,tau_lim4,tau_lim5
0.0,0.0,0.029956488422348226,0.0765428420975393,-0.3499555244989444,0.0001602200979739516,0.22382089078295506,-0.32,0.0,0.224,-0.3499555244989444,0.0001602200979739516,0.22382089078295506,-0.3271415869342249,-1.419938866292135,1.235978603363037,-1.3860090414630335,-1.571026627217428,2.737913131713867,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.32714187896625785,-1.4199352135390666,1.235978601506276,-1.3860090413994524,-1.5710266272199322,2.7379102110523026,-7.300800823466652e-05,0.0009131882671252158,-4.641903018039132e-07,1.5895270449411367e-08,-6.260667418597084e-10,-0.0007301653911358603,0.0016134164761618997,-8.04222601294516,-6.271305968255704,-0.9630631030561763,-4.233986460353227e-05,1.4848774235128468e-06,28.0,28.0,14.0,6.0,6.0,6.0
0.004,0.008,0.02995576961948496,0.0765428420975393,-0.34971588276055077,0.00016047433456872133,0.2238223236566914,-0.3200003071997379,0.00019199967232016776,0.224,-0.3499555244989444,0.0001602200979739516,0.22382089078295506,-0.3271415869342249,-1.419938866292135,1.235978603363037,-1.3860090414630335,-1.571026627217428,2.737913131713867,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.32714249677058294,-1.4199323310861731,1.2359792979885775,-1.3860091497326006,-1.57102662516251,2.737907794575068,-0.00015445108127786633,0.0007206132233899771,0.0001741205753830275,-2.708328703538403e-05,5.143555343559139e-07,-0.0006041193086976755,-0.0007098588312422839,-8.050091444801227,-6.271948666506588,-0.9629351261837777,-0.00019430865154863332,9.385070664843247e-06,28.0,28.0,14.0,6.0,6.0,6.0
0.008,0.016,0.029955667034035675,0.0765428420975393,-0.3494762557676942,0.00016380053446341428,0.22382375653042777,-0.3200012287958057,0.0003839973785653687,0.224,-0.3499555244989444,0.0001602200979739516,0.22382089078295506,-0.3271415869342249,-1.419938866292135,1.235978603363037,-1.3860090414630335,-1.571026627217428,2.737913131713867,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271437655978047,-1.4199307725703665,1.2359813546421357,-1.386009471243332,-1.571026619111781,2.737906212606714,-0.00031720680544132957,0.0003896289516358338,0.0005141633895330542,-8.037768282798443e-05,1.5126822802773243e-06,-0.0003954920883696983,-0.0031259958267390612,-8.057904216702521,-6.27256853134494,-0.9628043678123228,-0.00034858839390264926,1.7285260944832343e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.012,0.024,0.029959180268840962,0.07654318459267143,-0.3492366582656601,0.0001701986032869152,0.22382518940416413,-0.32000276477876644,0.0005759911526807685,0.224,-0.34995841027724167,0.0001526875143387747,0.2238194475689546,-0.32711726823915654,-1.419938866292135,1.2359905242919922,-1.3860333601581019,-1.571026627217428,2.7379369735717773,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271460102642828,-1.4199310524881132,1.2359853795812459,-1.3860100820620525,-1.5710266072466235,2.7379057571203456,-0.0005611666195238888,-6.997943667060112e-05,0.0010062347775810555,-0.00015270468012526495,2.9662893567598155e-06,-0.00011387159212583906,-0.005935562318718381,-8.065537571772333,-6.273214434478711,-0.9626775671669916,-0.0005114352097411847,2.5191561182838887e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.016,0.032,0.02996035804509935,0.07654318459267143,-0.3489971049992307,0.00017966838375564268,0.22382662227790048,-0.32000491513289153,0.0007679790286517981,0.224,-0.34995841027724167,0.0001526875143387747,0.2238194475689546,-0.32711726823915654,-1.419938866292135,1.2359905242919922,-1.3860333601581019,-1.571026627217428,2.7379369735717773,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.32714952724602353,-1.4199336619271166,1.2359919656143123,-1.386011081753031,-1.5710265878696001,2.737906710871926,-0.0008792454351855923,-0.0006523597508124023,0.0016465082666040712,-0.00024992274458621324,4.844255820985032e-06,0.00023843789508295207,-0.008536959030440145,-8.073243656702518,-6.273788492543233,-0.9625412764824729,-0.0006703097117274533,3.3091736813641206e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.02,0.04,0.029962151799421854,0.07654318459267143,-0.34875761071243305,0.00019220965567596493,0.22382805515163684,-0.3200076798361614,0.0009599590405242849,0.224,-0.34995841027724167,0.0001526875143387747,0.2238194475689546,-0.32711726823915654,-1.419938866292135,1.2359905242919922,-1.3860333601581019,-1.571026627217428,2.7379369735717773,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271546003240199,-1.419939063221011,1.236001673499332,-1.3860125667155054,-1.5710265593902804,2.7379093345574574,-0.0012682694990915008,-0.0013503234736027868,0.002426971254907677,-0.0003712406186227044,7.119829964523881e-06,0.0006559213828762774,-0.01123097647030954,-8.080895565987532,-6.2743396026299925,-0.9624022314051344,-0.000831471446916866,4.099190059447016e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.024413228016346693,0.04882645603269339,0.029964845422239164,0.07654318459267143,-0.3484934611175474,0.00020961002840170608,0.22382963605126613,-0.3200114429457383,0.0011717604480391665,0.224,-0.34995841027724167,0.0001526875143387747,0.2238194475689546,-0.32711726823915654,-1.419938866292135,1.2359905242919922,-1.3860333601581019,-1.571026627217428,2.7379369735717773,-7.669904152862728e-05,0.0009587380336597562,-0.0,0.0,0.0,-0.0007669904152862728,-0.32716153934392506,-1.4199477539458054,1.236015108183409,-1.3860146431849862,-1.5710265201087503,2.7379139030078,-0.0017347549762973503,-0.0021726811986227,0.003358671019240301,-0.0005191173701769465,9.820382524567813e-06,0.0011421125856217328,-0.014310671614486046,-8.089274505793524,-6.274920975340504,-0.9622456371980762,-0.0010119265678357528,4.9708189322412205e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.028413228016346694,0.05682645603269339,0.029972847380400635,0.07660261099497899,-0.3482541389968806,0.00022861059037948724,0.2238310689250025,-0.3200154997139227,0.001363717503587091,0.224,-0.34996355017310743,0.00015549327229937465,0.22383860610345338,-0.32710534731020147,-1.419938866292135,1.2359185218811035,-1.3860090414630335,-1.5710504690753382,2.737889051437378,-7.669904152862728e-05,0.000862864195369184,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271706185064964,-1.4199601231303955,1.2360327724794649,-1.3860173728056417,-1.571026441178184,2.7379206876859716,-0.0022697906428464022,-0.0030922961475267977,0.004416074013989444,-0.0006824051638576818,1.973264158995931e-05,0.0016961695429778595,-0.017768659486385997,-8.095242303109327,-6.274736889353642,-0.9619997673231403,-0.0011834607735229854,5.8380287700627475e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.032906005998142064,0.06581201199628413,0.02997702882754439,0.07660261099497899,-0.3479854593047964,0.000253612987468224,0.22383267832089584,-0.32002078865985173,0.001579305864559321,0.224,-0.34996355017310743,0.00015549327229937465,0.22383860610345338,-0.32710534731020147,-1.419938866292135,1.2359185218811035,-1.3860090414630335,-1.5710504690753382,2.737889051437378,-7.669904152862728e-05,0.000862864195369184,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271821318494694,-1.4199766286032742,1.236055227232315,-1.3860208608074363,-1.5710263227016925,2.737929925433932,-0.002878335743251234,-0.004126368219678546,0.005613688212571801,-0.0008720004486313954,2.9619122856654716e-05,0.0023094369900557915,-0.02112289068340802,-8.103640933464423,-6.275274376637729,-0.9618339039457483,-0.001372544969030234,6.725364342630968e-05,28.0,28.0,14.0,6.0,6.0,6.0
0.03690600599814206,0.07381201199628412,0.029974229994804966,0.07657939043905435,-0.34774637711420037,0.00027913204863005574,0.22383411119463223,-0.3200261495232932,0.0017712309272423703,0.224,-0.34995594964172894,0.00015029732830883834,0.2238153302412422,-0.32710534731020147,-1.4199145475970667,1.235966682434082,-1.3859971205340784,-1.571038548146383,2.737913131713867,-7.669904152862728e-05,0.0007094661123119295,-0.0,0.0,0.0,-0.0007669904152862728,-0.3271963105412038,-1.4199976924515771,1.2360829578389343,-1.3860252762460394,-1.5710261787670823,2.7379417694695056,-0.00354467293359801,-0.005265962075725482,0.006932651654782554,-0.001103859650794166,3.598365256028279e-05,0.0029610088933854093,-0.023956549036664172,-8.111942435413058,-6.275876340063296,-0.961700537444118,-0.001542028679942316,7.484317995422793e-05,28.0,28.0,14.0,6.0,6.0,6.0
